id_entreprise,name,sector,city,country,website,email,revenue,enrollment,average,salary,description,message
orbium,Orbium,"Informatique, Édition de logiciels, Services de l'information",Paris,France,http://careers.orbium.com/,career@orbium.com,,450,,,"Orbium est une société de conseil en forte croissance, active exclusivement dans le secteur des services financiers. Nous offrons à nos clients notre compétence et notre savoir-faire afin de leur permettre de répondre aux défis techniques et opérationnels auxquels ils sont confrontés.",
redex,Redex,Industrie,Ferrières,France,http://www.redex-group.com,info@redex-group.com,50 Md€,250,,,"REDEX GROUP est une entreprise Française, leader européen dans l'ingénierie mécanique de haute technologie, avec plus de 65 ans d’expertise industrielle derrière elle.
REDEX est spécialisée dans la fourniture de solutions pour les industries de haute précision, tels que la Machine-outil, la Robotique, la Métallurgie et la Sidérurgie, et plus encore.
L’entreprise exporte 90% de sa production et s’appuie sur ses sept filiales et service-centers dans le monde.
",
ikos,Ikos ra,Conseil & Ingénierie,Lyon,France,http://www.ikosconsulting.com,contact@ikosconsulting.com,,650,,,"IKOS est un groupe de conseil spécialisé sur les secteurs du Ferroviaire et de l’Energie. 

650 ingénieurs sont aujourd’hui en projets dans le monde entier grâce aux 12 bureaux d'IKOS implantés en France, Espagne, Belgique, Allemagne, Suisse et plus récemment aux Etats Unis et Royaume-Uni. 

IKOS a été créée en 2005 par deux ingénieurs convaincus du potentiel de l’industrie ferroviaire en France, en Europe et dans le monde.






",
homeserve,Homeserve,Transport,Lyon,France,http://www.homeserve.fr,nina.andreoletti@homeserve.fr,"104,814,900.00 €",450,35,35 000€ - 40 000€,"Société de services pour la maison d'aujourd'hui et de demain, HomeServe France réalise au cœur des foyers français des interventions d'installation, réparation, assistance et dépannage dans les domaines suivants : plomberie, chauffage, électricité, électroménager et maison connectée. 

Filiale du groupe britannique du même nom, leader mondial des services pour la maison, HomeServe France jouit du dynamisme, du sérieux et de la solidité d'un groupe coté au London Stock Exchange.",
novonord,Novo nordisk production,Industrie,Chartres,France,http://novonordisk.com,fbt@novonordisk.com,,1200,33,36 000€ - 38 000€,Leader mondial dans le traitement du diabète,
ikom,Ikom,Audit & Conseil,Villeurbanne,France,http://ikom.fr,recrutement@ikom.fr,"571,000 €",15,,25 000€ - 35 000€,"Société en très forte croissance, IKOM accompagne des sociétés e-commerce leader ou futur leader sur leur marché, dans leur développement en France et en Europe. Nous proposons à des retailers ou des pure-players une nouvelle manière de confier leurs budgets digitaux à un partenaire qui connaît leur métier pour l’avoir exercé.
L'Humain est au cœur d'Ikom et nous sommes convaincus que la satisfaction de nos clients passe par le bonheur de nos collaborateurs.",
mentor,Mentor graphics,"Informatique, Édition de logiciels, Services de l'information",Montbonnot saint-martin,France,http://www.mentor.com,claire_chastel@mentor.com,"1,2 B$",130,,35 000 € - 60 000€,"Mentor Graphics est un éditeur de logiciels d'aide à la conception, à la vérification et à la fabrication des circuits intégrés et cartes électroniques. La société offre également des équipements spécialisés (dénommés émulateurs) pour la vérification fonctionnelle des ASIC. Elle dispose d'autres offres dans le domaine du logiciel embarqué et de la mécanique des fluides numérique. Son siège social est aux USA, proche de Portland (Oregon) et elle est côtée au NASDAQ.",
blbconstructions,Demathieu Bard,BTP,Montigny-lès-metz,France,http://www.demathieu-bard.fr/,recrutement@Demathieu-Bard.fr,1 Mds€,3000,,,"Entreprise fondée en 1861 en Lorraine, Demathieu Bard est aujourd’hui l’un des premiers acteurs indépendants français du secteur de la construction, avec un C.A. d'un milliard d'euros. Le Groupe intervient sur les marchés de la construction, des produits béton et du développement immobilier. Grâce à ses 3000 collaborateurs animés par la même passion d’entreprendre, il livre chaque année, plus de 100 chantiers d’infrastructures, d’ouvrages d’art, d’équipements publics, de logements et bureaux.",
jtekt,Jtekt europe,Industrie,Irigny,France,http://jtekt.co.jp/e/,,"1,3 Md€",4265,40,,"Filiale européenne du groupe international JTEKT (plus de 11 milliards d’euros de chiffre d’affaires / 44.000 salariés), JTEKT Europe couvre l’ensemble de l’Europe avec six sites industriels et six bureaux commerciaux au plus près de nos clients. Spécialisé dans la conception et la production de systèmes de direction pour automobile, nous sommes un équipementier de rang 1, disposant d’un savoir faire reconnu auprès des constructeurs automobiles Européens.",
elsys,Elsys,"Informatique, Télécommunication, Électronique",Villeurbanne,France,http://www.advans-group.com/fr,drh@elsys-design.com,75 M€,1000,33,34 000 € - 38 000 €,"ADVANS GROUP est un partenaire technologique de référence, spécialiste de l’ingénierie des systèmes électroniques, logiciels et mécaniques.

",
generalelectric,General electric,Industrie,Boulogne billancourt,France,http://www.ge.com/fr/carrieres,veronique.barbotin@ge.com,117.4B $,300000,,,"GE est le groupe industriel digital mondial, qui transforme l’industrie grâce à des machines contrôlées par logiciel et des solutions connectées, adaptées et prédictives. GE s’organise autour d’un échange mondial de connaissance, le « GE Store », au sein duquel chaque activité partage et a accès aux mêmes technologies, marchés, structures et intelligences. Fort de ses collaborateurs, ses services, sa technologie, GE produit de meilleurs résultats en parlant le langage de l’industrie.",
